Articolo Venduto,Date,Articolo - Listino,Colore,Taglia,Categoria,Genere,Posto,CASH,Sconto,Prezzo vendita,Costo acquisto + IVA,Netto,Margine %,Inventario
K-Way pesanti,"September 21, 2024",K-Way Peso Uomo (https://www.notion.so/K-Way-Peso-Uomo-48b979b98fe84496b9787c28cffe5293?pvs=21),Verde,4XL,K-Way,Uomo,Corsico Milano,No,,35,20.05,14.95,1.670833333333,
K-Way pesanti,"September 21, 2024",K-Way Peso Uomo (https://www.notion.so/K-Way-Peso-Uomo-48b979b98fe84496b9787c28cffe5293?pvs=21),Verde,2XL,K-Way,Uomo,Corsico Milano,No,,35,20.05,14.95,1.670833333333,
Impermeabili,"September 21, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Fucsia,XL,Impermeabili,Donna,Corsico Milano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 21, 2024",65 Trapuntato 2 (https://www.notion.so/65-Trapuntato-2-115f56f3c32b809788e4c73f479165b9?pvs=21),Verde,XL,Impermeabili,Donna,Corsico Milano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 21, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Blu,XL,Impermeabili,Donna,Corsico Milano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 21, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Verde,S,Impermeabili,Donna,Corsico Milano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 21, 2024",75 Over (https://www.notion.so/75-Over-115f56f3c32b809e9b68f31eb98c469a?pvs=21),Tortora,S,Impermeabili,Donna,Corsico Milano,No,,75,41.25,33.75,1.71875,
Impermeabili,"September 21, 2024",65 Trapuntato 2 (https://www.notion.so/65-Trapuntato-2-115f56f3c32b809788e4c73f479165b9?pvs=21),Verde,S,Impermeabili,Donna,Corsico Milano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 21, 2024",65 Trapuntato 2 (https://www.notion.so/65-Trapuntato-2-115f56f3c32b809788e4c73f479165b9?pvs=21),Verde,2XL,Impermeabili,Donna,Corsico Milano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 21, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Blu,M,Impermeabili,Donna,Corsico Milano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 21, 2024",65 Trapuntato 2 (https://www.notion.so/65-Trapuntato-2-115f56f3c32b809788e4c73f479165b9?pvs=21),Tortora,2XL,Impermeabili,Donna,Corsico Milano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 21, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Bianco,XL,Impermeabili,Donna,Corsico Milano,No,,85,47.55,37.45,1.698214285714,
Impermeabili,"September 21, 2024",75 Over (https://www.notion.so/75-Over-115f56f3c32b809e9b68f31eb98c469a?pvs=21),Bianco,S,Impermeabili,Donna,Corsico Milano,No,,75,41.25,33.75,1.71875,
Impermeabili,"September 22, 2024",65 Dritto-Lungo (https://www.notion.so/65-Dritto-Lungo-115f56f3c32b80c79ba1cecdafadc402?pvs=21),Bianco,S,Impermeabili,Donna,Legnano,No,,65,29.95,35.05,1.996666666667,
Impermeabili,"September 22, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Blu,L,Impermeabili,Donna,Legnano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 22, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Bianco,L,Impermeabili,Donna,Legnano,No,,85,47.55,37.45,1.698214285714,
Impermeabili,"September 22, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Blu,XL,Impermeabili,Donna,Legnano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 22, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Fucsia,2XL,Impermeabili,Donna,Legnano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 22, 2024",75 Slim (https://www.notion.so/75-Slim-115f56f3c32b80d6833fca946b0c068d?pvs=21),Verde,XL,Impermeabili,Donna,Legnano,No,,75,42.25,32.75,1.69,
Impermeabili,"September 22, 2024",75 Slim (https://www.notion.so/75-Slim-115f56f3c32b80d6833fca946b0c068d?pvs=21),Verde,2XL,Impermeabili,Donna,Legnano,No,,75,42.25,32.75,1.69,
Impermeabili,"September 22, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Verde,2XL,Impermeabili,Donna,Legnano,No,,85,47.55,37.45,1.698214285714,
Impermeabili,"September 22, 2024",75 Over (https://www.notion.so/75-Over-115f56f3c32b809e9b68f31eb98c469a?pvs=21),Nero,M,Impermeabili,Donna,Legnano,No,,75,41.25,33.75,1.71875,
Impermeabili,"September 22, 2024",75 Over (https://www.notion.so/75-Over-115f56f3c32b809e9b68f31eb98c469a?pvs=21),Verde,L,Impermeabili,Donna,Legnano,No,,75,41.25,33.75,1.71875,
Impermeabili,"September 22, 2024",65 Dritto-Lungo (https://www.notion.so/65-Dritto-Lungo-115f56f3c32b80c79ba1cecdafadc402?pvs=21),Marrone,S,Impermeabili,Donna,Legnano,No,,65,29.95,35.05,1.996666666667,
Impermeabili,"September 22, 2024",75 Slim (https://www.notion.so/75-Slim-115f56f3c32b80d6833fca946b0c068d?pvs=21),Verde,L,Impermeabili,Donna,Legnano,No,,75,42.25,32.75,1.69,
Impermeabili,"September 22, 2024",75 Over (https://www.notion.so/75-Over-115f56f3c32b809e9b68f31eb98c469a?pvs=21),Bianco,L,Impermeabili,Donna,Legnano,No,,75,41.25,33.75,1.71875,
Impermeabili,"September 22, 2024",65 Gilet (https://www.notion.so/65-Gilet-115f56f3c32b80fa8076ea2d9695fcaf?pvs=21),Verde,M,Impermeabili,Donna,Legnano,No,,65,29.95,35.05,1.996666666667,
Impermeabili,"September 22, 2024",75 Over (https://www.notion.so/75-Over-115f56f3c32b809e9b68f31eb98c469a?pvs=21),Fucsia,L,Impermeabili,Donna,Legnano,No,,75,41.25,33.75,1.71875,
Impermeabili,"September 22, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Fucsia,2XL,Impermeabili,Donna,Legnano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 22, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Nero,M,Impermeabili,Donna,Legnano,No,,65,39.95,25.05,1.598,
Impermeabili,"September 22, 2024",75 Slim (https://www.notion.so/75-Slim-115f56f3c32b80d6833fca946b0c068d?pvs=21),Blu,XL,Impermeabili,Donna,Legnano,No,,75,42.25,32.75,1.69,
Impermeabili,"September 22, 2024",65 Trapuntato (https://www.notion.so/65-Trapuntato-115f56f3c32b801490a7edf4c9cbcd8a?pvs=21),Tortora,XL,Impermeabili,Donna,Legnano,No,,65,39.95,25.05,1.598,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Fucsia,XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Celeste,S,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Bianco,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Celeste,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Pistacchio,M,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Beige,47,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Blu,58,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Fly CE (https://www.notion.so/Fly-CE-115f56f3c32b80ac8b29f744443aa499?pvs=21),Blu,M,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",HeD CS Lungo (https://www.notion.so/HeD-CS-Lungo-beb5984dce484c44a9df34a8ba10a7ea?pvs=21),Celeste,54,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Blu,L,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Celeste,46,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Nero,S,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,S,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Verde,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Nero,XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Beige,50,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Blu,54,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",HeD CS Lungo (https://www.notion.so/HeD-CS-Lungo-beb5984dce484c44a9df34a8ba10a7ea?pvs=21),Blu,54,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Oliva,56,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Uomo Giacca (https://www.notion.so/Uomo-Giacca-115f56f3c32b80fba6e8e8e6dc36595c?pvs=21),Nero,M,100G,Uomo,Legnano,No,,45,15.35,29.65,3.07,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Bianco,M,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Blu,56,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Celeste,L,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Nero,XL,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Verde Fluo,M,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Trapezio 3/4 (https://www.notion.so/Trapezio-3-4-115f56f3c32b80a09c1cf19a7e3a427f?pvs=21),Bianco,48,100G,Donna,Legnano,No,,45,28.35,16.65,1.575,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Oliva,58,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Fly CE (https://www.notion.so/Fly-CE-115f56f3c32b80ac8b29f744443aa499?pvs=21),Blu,S,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Uomo Giacca (https://www.notion.so/Uomo-Giacca-115f56f3c32b80fba6e8e8e6dc36595c?pvs=21),Blu,S,100G,Uomo,Legnano,No,,45,15.35,29.65,3.07,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Trapezio 3/4 (https://www.notion.so/Trapezio-3-4-115f56f3c32b80a09c1cf19a7e3a427f?pvs=21),Bianco,46,100G,Donna,Legnano,No,,45,28.35,16.65,1.575,
100g,"September 22, 2024",Fly Giacca (https://www.notion.so/Fly-Giacca-115f56f3c32b804297cfde9efb04945a?pvs=21),Rosa,4XL,100G,Donna,Legnano,No,-10,55,31.65,23.35,1.665789473684,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Pistacchio,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Easy CS (https://www.notion.so/Easy-CS-115f56f3c32b806dbea2cdebb1d33477?pvs=21),Nero,L,100G,Donna,Legnano,No,,35,23.05,11.95,1.536666666667,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Pistacchio,S,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Blu,L,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly Rush (https://www.notion.so/Fly-Rush-115f56f3c32b80afb634cb94d88db3ab?pvs=21),Nero,XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Beige,52,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Celeste,50,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,M,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Trapezio 3/4 (https://www.notion.so/Trapezio-3-4-115f56f3c32b80a09c1cf19a7e3a427f?pvs=21),Bianco,48,100G,Donna,Legnano,No,,45,28.35,16.65,1.575,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,M,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Uomo Easy CF (https://www.notion.so/Uomo-Easy-CF-115f56f3c32b8013bcade13091e5b47b?pvs=21),Blu,3XL,100G,Uomo,Legnano,No,,35,13.05,21.95,2.61,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Fucsia,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Easy CS (https://www.notion.so/Easy-CS-115f56f3c32b806dbea2cdebb1d33477?pvs=21),Bianco,L,100G,Donna,Legnano,No,,35,23.05,11.95,1.536666666667,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,S,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CE (https://www.notion.so/Fly-CE-115f56f3c32b80ac8b29f744443aa499?pvs=21),Bianco,XL,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,M,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Rosa,52,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Trapezio 3/4 (https://www.notion.so/Trapezio-3-4-115f56f3c32b80a09c1cf19a7e3a427f?pvs=21),Beige,46,100G,Donna,Legnano,No,,45,28.35,16.65,1.575,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,S,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Beige,48,100G,Donna,Legnano,No,,45,30.35,14.65,1.5175,
100g,"September 22, 2024",Trapezio 3/4 (https://www.notion.so/Trapezio-3-4-115f56f3c32b80a09c1cf19a7e3a427f?pvs=21),Celeste,52,100G,Donna,Legnano,No,,45,28.35,16.65,1.575,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Verde Fluo,M,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly Giacca (https://www.notion.so/Fly-Giacca-115f56f3c32b804297cfde9efb04945a?pvs=21),Nero,3XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Trapezio 3/4 (https://www.notion.so/Trapezio-3-4-115f56f3c32b80a09c1cf19a7e3a427f?pvs=21),Bianco,44,100G,Donna,Legnano,No,,45,28.35,16.65,1.575,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Blu,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Stock (https://www.notion.so/Stock-115f56f3c32b803aa8fcc14ce3dd80aa?pvs=21),Arancione,S,100G,Donna,Legnano,Yes,,35,18.05,16.95,1.805,
100g,"September 22, 2024",Uomo Easy (https://www.notion.so/Uomo-Easy-115f56f3c32b8023a932cce9ee960e0c?pvs=21),Nero,3XL,100G,Uomo,Legnano,No,,35,13.05,21.95,2.61,
100g,"September 22, 2024",Fly Special 55 (https://www.notion.so/Fly-Special-55-115f56f3c32b808789a0f28811e06cf9?pvs=21),Tortora,XL,100G,Donna,Legnano,No,,55,32.65,22.35,1.6325,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,L,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Nero,2XL,100G,Donna,Legnano,No,5,40,28.2,11.8,1.484210526316,
100g,"September 22, 2024",HeD CS Lungo (https://www.notion.so/HeD-CS-Lungo-beb5984dce484c44a9df34a8ba10a7ea?pvs=21),Beige,54,100G,Donna,Legnano,No,5,40,29.2,10.8,1.46,
100g,"September 22, 2024",Fly Giacca (https://www.notion.so/Fly-Giacca-115f56f3c32b804297cfde9efb04945a?pvs=21),Nero,2XL,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Fucsia,L,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Fucsia,M,100G,Donna,Legnano,No,,45,29.35,15.65,1.544736842105,
100g,"September 22, 2024",Trapezio 3/4 (https://www.notion.so/Trapezio-3-4-115f56f3c32b80a09c1cf19a7e3a427f?pvs=21),Bianco,50,100G,Donna,Legnano,No,,45,28.35,16.65,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Salvia,S,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Bianco,51,Spolverini,Donna,Legnano,No,,35,23.55,11.45,1.51935483871,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,L,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Salvia,2XL,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Salvia,L,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,56,Spolverini,Uomo,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Verde,50,Spolverini,Uomo,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Nero,2XL,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Salvia,XL,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Verde,46,Spolverini,Uomo,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Nero,S,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,S,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,XL,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,XL,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,M,Spolverini,Donna,Legnano,No,,25,15.75,9.25,1.575,
Spolverini,"September 22, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Nero,L,Spolverini,Donna,Legnano,No,,35,23.55,11.45,1.51935483871,
Spolverini,"September 22, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Blu,XL,Spolverini,Donna,Legnano,No,,35,23.55,11.45,1.51935483871,
Spolverini,"September 22, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Blu,2XL,Spolverini,Donna,Legnano,No,,35,23.55,11.45,1.51935483871,
Spolverini,"September 22, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Grigio,S,Spolverini,Donna,Legnano,No,,35,23.55,11.45,1.51935483871,
Spolverini,"September 22, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Nero,XL,Spolverini,Donna,Legnano,No,,35,20.05,14.95,1.670833333333,
Spolverini,"September 22, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Blu,L,Spolverini,Donna,Legnano,No,,35,20.05,14.95,1.670833333333,
Spolverini,"September 22, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Salvia,XL,Spolverini,Donna,Legnano,No,,35,23.55,11.45,1.51935483871,
Spolverini,"September 22, 2024",35 Sport (https://www.notion.so/35-Sport-116f56f3c32b802f9036ec440af7f84e?pvs=21),Bianco,XL,Spolverini,Donna,Legnano,No,,35,20.05,14.95,1.670833333333,
Spolverini,"September 22, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Nero,S,Spolverini,Donna,Legnano,No,,35,23.55,11.45,1.51935483871,
Spolverini,"September 22, 2024",35 Svasato ER (https://www.notion.so/35-Svasato-ER-116f56f3c32b8084a1d3dad704d4678e?pvs=21),Salvia,M,Spolverini,Donna,Legnano,No,,35,23.55,11.45,1.51935483871,
